year,province_en,province_cn,assessment_status,actual_total_rate,actual_nonhydro_rate,total_weight_binding,nonhydro_weight_binding,total_gap,nonhydro_gap,met_total,met_nonhydro,wind_curtailment_pct,solar_curtailment_pct,gdp,gdp_per_capita,population_year_end,primary_industry,secondary_industry,tertiary_industry,retail_sales,secondary_industry_share,tertiary_industry_share,hydro_capacity,thermal_capacity,wind_capacity,solar_capacity,wind_generation,solar_generation,wind_util_hours,solar_util_hours,total_electricity_consumption,interprovincial_export,cross_province_outflow_gwh_cross_province_outflow,electricity_generation_gwh_hydro,electricity_generation_gwh_solar,electricity_generation_gwh_thermal,electricity_generation_gwh_total,electricity_generation_gwh_wind,grid_investment_million_yuan_grid,installed_capacity_mw_hydro,installed_capacity_mw_solar,installed_capacity_mw_thermal,installed_capacity_mw_total,installed_capacity_mw_wind,line_loss_rate_pct_grid_company,new_generation_capacity_mw_solar,new_generation_capacity_mw_thermal,new_generation_capacity_mw_total,new_generation_capacity_mw_wind,total_electricity_consumption_gwh_total,transformer_capacity_35kv_plus_mva_35kv_plus_total,transmission_line_length_35kv_plus_km_35kv_plus,utilization_hours_hydro,utilization_hours_solar,utilization_hours_thermal,utilization_hours_total,utilization_hours_wind,wind_utilization_rate,solar_utilization_rate,nonhydro_weight_expected,nonhydro_weight_incentive,total_weight_expected,total_weight_incentive,actual_total_qty,total_exceed,total_target_status,nonhydro_target_status,assessed,electricity_consumption_macro,energy_industry_investment,fa_investment_growth,fiscal_expenditure,fiscal_revenue,highway_mileage,industrial_value_added,infra_investment_growth,manufacturing_investment_growth,power_investment_growth,railway_mileage,rd_expenditure,resident_population,total_import_export,urban_population,urbanization_rate,total_generation_macro,state_power_invest_macro,hydro_generation_macro,thermal_generation_macro,coal_consumption_macro,power_steam_hotwater_invest_macro,electricity_consumption_macro2,energy_industry_invest_macro,delta_target_pp,distributed_solar_capacity_mw,line_loss_amount_gwh,line_loss_rate_pct_yb,power_sales_gwh,power_supply_gwh,cross_province_export_gwh,cross_province_export_growth,transmission_line_35kv_plus_circuit_km,transmission_line_35kv_plus_pole_km,transformer_35kv_plus_total_mva,transformer_35kv_plus_self_mva,transformer_35kv_plus_station_mva,new_capacity_total_mw,new_capacity_hydro_mw,new_capacity_thermal_mw,new_capacity_wind_mw,new_capacity_solar_mw,power_invest_total_million_yuan,power_invest_hydro_million_yuan,power_invest_thermal_million_yuan,power_invest_planned_completion_million_yuan,power_invest_cumulative_million_yuan,coal_consumption_rate_g_kwh,util_hours_wind_6000kw,util_hours_hydro_6000kw,util_hours_thermal_6000kw,so2_emission_10k_tons,green_coverage_pct,forest_coverage_pct,above_scale_industrial_profit,above_scale_industrial_revenue,above_scale_industrial_enterprise_num,above_scale_industrial_assets,fixed_asset_investment,real_estate_investment,manufacturing_investment,highway_mileage_macro,railway_mileage_macro,post_telecom_business_volume,total_import_export_macro,export_total,import_total,resident_population_macro,urban_population_macro,population_density,fiscal_revenue_macro,fiscal_expenditure_macro,energy_intensity,total_generation_macro2,thermal_generation_macro2,hydro_generation_macro2,coal_consumption_macro2,nonhydro_weight_binding_2025,delta_total_target,delta_nonhydro_target,wind_capacity_mw,solar_capacity_mw,wind_cap_growth_pct,solar_cap_growth_pct,wind_generation_twh,solar_generation_twh,total_generation_twh,re_share_of_generation,wind_utilization_hours,solar_utilization_hours,total_consumption_twh,consumption_growth_pct,cross_provincial_export_mwkwh,export_ratio_pct,gdp_growth_pct,electricity_intensity,per_capita_consumption,energy_fixed_invest_100myuan,industrial_value_added_100myuan,coal_consumption_10kton,so2_emission_ton,wastewater_emission_10kton,total_trade_1000usd,fiscal_revenue_100myuan,fiscal_expenditure_100myuan,foreign_investment_100myuan,urban_population_10k,highway_km,natural_gas_consumption,power_sector_invest_100myuan,power_invest_growth_pct,pollution_control_invest,pollution_control_invest_10kyuan,v4_assessment_status,v4_met_total,v4_met_nonhydro,v4_total_gap,v4_nonhydro_gap,v4_total_weight_binding,v4_secondary_industry_share,yb_cross_region_outflow_gwh,yb_heat_supply_capacity_mw,yb_heat_supply_gj,yb_new_transmission_line_110kv_km,yb_power_project_construction_scale_mw,yb_power_project_new_started_mw,yb_power_project_under_construction_mw,yb_transformer_capacity_110kv_mva,green_power_pct_cement,green_power_pct_data_center,green_power_pct_electrolytic_aluminum,green_power_pct_polysilicon,green_power_pct_steel,sample_scope,rps_total_weight_binding,rps_total_weight_expected,rps_nonhydro_weight_binding,rps_nonhydro_weight_expected,solar_cf_mean,solar_cf_cv,wind_cf_mean,wind_cf_cv,delta_target_i,yb_power_project_construction_scale_cap10kw,yb_power_project_new_started_cap10kw,yb_power_project_under_construction_cap10kw
2020,Beijing,北京,binding,16.4,16.1,15.5,15.0,,,0.0,0.0,0.3,0.0,35943.3,164158.0,2189.0,108.3,5739.1,30095.9,13740.3,0.1596709261531356,0.837315994914212,99.0,1136.0,19.0,62.0,4.0,6.0,2005.0,1242.0,1140.0,47528.0,47528.0,11.0,6.0,434.0,456.0,4.0,936046.0,99.0,62.0,1136.0,1316.0,19.0,4.32,11.0,9.0,24.0,5.0,1140.0,725.0,11656.0,1156.0,1242.0,3823.0,3570.0,2005.0,,,,16.5,,16.9,187.0,0.9,完成,完成,1.0,1140.0,,2.2,7116.18,5483.89,2.23,4255.1,-11.0,66.6,-10.3,0.14,2974157.0,2189.0,336478080.0,1916.0,0.8752855185015989,457.47,,11.46,436.09,,,1140.0,,3.8000000000000007,30.5,48.0,4.32,1058.0,1105.0,47528.0,23.4,11656.0,9261.0,725.0,142.0,91.0,24.0,,9.0,5.0,11.0,32790.0,,14763.0,41499.0,253162.0,97.7,2005.0,1156.0,3823.0,0.18,49.0,,1729.55,,3028.0,55167.01,2.2,3938.71,66.6,0.14,0.14,,78356471.0,19487248.0,85503906.0,2189.0,1916.0,,5483.89,7116.18,,457.47,436.09,11.46,,0.289,,,18.0,8.0,0.0,21.568627450980383,3.74,6.19,457.0,,,,1140.0,-2.2298456260720356,47528.0,,1.4055539411653717,31.716620343708005,520.7857469164002,,9625.5,,0.54,,503831363.0,7046.3,8102.11,19538.0,2222.0,1.29,15.11,,-4.6,392.4,90711.0,assessed,1.0,1.0,0.8999999999999986,1.1000000000000014,15.5,0.1596709261531356,47528.0,672.0,82930755.0,480.0,82.0,60.0,80.0,727.0,,,,,,main,,,,,25.80031183868613,1.3726798446968054,31.585370389192946,1.2086887093723366,3.8000000000000007,39.0,0.1,24.0
2021,Beijing,北京,binding,19.8,19.4,18.0,17.5,,,0.0,0.0,0.0,0.0,41045.6,187526.0,2189.0,111.4,7389.0,33545.2,14897.3,0.1800192956126844,0.8172666497748845,99.0,1137.0,24.0,80.0,4.0,6.0,2057.0,1186.0,1233.0,26422.0,26422.0,13.66,6.23,448.68,473.0,4.01,823809.0,99.0,80.0,1137.0,1340.0,24.0,,,1.0,24.0,,1233.0,745.0,11351.0,1380.0,1186.0,3929.0,3685.0,2057.0,100.0,100.0,,19.3,,19.8,244.0,1.8,完成,完成,1.0,1233.0,,4.9,7205.12,5932.31,2.23,5855.1,-6.2,68.3,-12.6,0.15,3135144.0,2189.0,470960000.0,1916.0,0.8752855185015989,472.57,,,,,,1233.0,,3.8000000000000007,,,,,1197.0,26422.0,-44.41,11351.0,,,,,,,,,,,,,,,115.0,,,,0.14,49.3,,3684.37,,3073.0,61055.99,4.9,4139.03,68.3,0.14,0.15,,104326170.0,34635880.0,106214680.0,2189.0,1916.0,,5932.31,7205.12,,472.57,,,,0.289,2.5,2.5,23.0,8.0,26.315789473684205,29.032258064516125,4.01,6.23,473.0,2.1649048625792813,1743.4782608695652,7787.500000000001,1233.0,8.157894736842097,26422.0,0.2142903487429034,14.195413331552745,30.03976065644064,563.2708999543171,,5855.1,,0.14,,470960000.0,5932.31,7205.12,11367.0,1916.0,2.23,4.28,,-12.6,186.4,6350.0,assessed,1.0,1.0,1.8000000000000007,1.8999999999999984,18.0,0.1800192956126844,26422.0,672.0,79624538.0,128.0,,,,516.0,,,,,,main,,,,,25.80031183868613,1.3726798446968054,31.585370389192946,1.2086887093723366,3.8000000000000007,28.0,6.0,28.0
2022,Beijing,北京,binding,22.8,22.1,19.0,18.8,3.8000000000000007,3.3000000000000007,1.0,1.0,0.0,0.0,41540.9,189988.0,2184.0,111.5,6635.6,34793.7,13818.7,0.1597365487988946,0.8375769422424646,102.0,1137.0,24.0,95.0,4.95,9.14,1864.0,1334.0,1281.0,17193.0,17193.0,9.43,9.14,443.57,467.0,4.95,811866.0,102.0,95.0,1137.0,1358.0,24.0,,,0.4,19.0,,1281.0,754.0,11434.0,944.0,1334.0,3886.0,3607.0,1864.0,100.0,100.0,18.75,,19.44,,292.0,3.8,完成,完成,1.0,1281.0,,3.6,7469.15,5714.36,2.24,5115.5,2.1,18.4,29.8,0.15,3489973.0,2184.0,545170000.0,1913.0,0.8759157509157509,467.09,,,,,,1281.0,,3.8000000000000007,,,,,1249.0,17193.0,-34.93,11434.0,,,,,,,,,,,,,,,108.3,,,,0.11,49.8,,1998.72,,3141.0,66052.47,3.6,4178.46,18.4,0.14,0.15,,90661890.0,25072070.0,111190000.0,2184.0,1913.0,,5714.36,7469.15,,,,,,0.289,1.0,1.3000000000000007,23.0,8.0,0.0,18.75,4.95,9.14,467.0,3.017130620985011,2152.1739130434785,11425.0,1281.0,3.8929440389294356,17193.0,0.134215456674473,1.2067066871966905,30.837078638161422,586.5384615384615,,5437.3,,12.25,,10140000.0,1886.41,5851.36,375.0,2114.0,20.96,,,-19.7,249.9,203864.0,assessed,1.0,1.0,3.8000000000000007,3.3000000000000007,19.0,0.1597365487988946,17193.0,672.0,81507776.0,280.0,,,,285.0,,,,,,main,,,,,25.80031183868613,1.3726798446968054,31.585370389192946,1.2086887093723366,3.8000000000000007,21.0,1.0,21.0
2023,Beijing,北京,binding,24.3,22.8,20.1,20.0,4.199999999999999,2.8000000000000007,1.0,1.0,0.0999999999999943,0.0,43760.7,200278.0,2186.0,105.5,6525.6,37129.6,14485.9,0.1491201009124625,0.8484690601384347,102.0,1143.0,24.0,108.0,4.82,11.0,1464.0,1267.0,1358.0,1.0,1.0,,,,,,821803.0,102.0,108.0,1143.0,1377.0,24.0,,,5.7,19.0,,1358.0,768.0,11258.0,827.0,1267.0,3928.0,3609.0,1464.0,99.9,100.0,,,,,,4.2,完成,完成,1.0,1358.0,,4.9,7971.25,6181.1,2.24,5008.5,2.2,-1.6,1.3,0.15,4410019.0,2186.0,518480000.0,1920.0,0.8783165599268069,471.55,,8.41,447.32,,,1358.0,,3.8000000000000007,,,,,1324.0,1.0,140.3,11258.0,,,,,,,,,,,,,,,107.75,,,,0.11,49.8,43.8,,,,,4.9,4202.41,-1.6,0.15,0.15,,80708380.0,21369980.0,107930000.0,2186.0,1920.0,,6181.1,7971.25,,471.55,447.32,8.41,,0.289,1.1000000000000014,1.1999999999999993,23.0,9.0,0.0,13.684210526315788,4.82,11.0,472.0,3.351694915254237,2095.6521739130435,12222.222222222224,1358.0,6.0109289617486406,1.0,7.363770250368189e-06,5.34364927095945,31.03241035906647,621.2259835315645,,16915.0,,6.04,,115170000.0,4518.1,11052.54,,5701.0,28.11,4.38,,18.0,212.1,128914.0,assessed,1.0,1.0,4.199999999999999,2.8000000000000007,20.1,0.1491201009124625,1.0,733.0,79536941.0,133.0,,,,1162.0,,,,,,main,,,,,25.80031183868613,1.3726798446968054,31.585370389192946,1.2086887093723366,3.8000000000000007,21.0,2.0,21.0
2024,Beijing,北京,binding,29.3,27.2,25.3,23.8,4.0,3.3999999999999986,1.0,1.0,1.5999999999999943,0.2000000000000028,49843.1,228167.0,2183.0,116.4,7226.8,42499.9,14092.4,0.1449909817005764,0.8526736900393436,101.0,1153.0,24.0,130.0,5.02,11.67,2128.0,1119.0,1389.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,99.8,21.7,,21.7,,,4.0,完成,完成,1.0,1389.4,,5.1,8396.48,6372.68,,,,,,,,2183.0,507220000.0,,,455.64,,9.44,429.52,,,1389.4,,3.8000000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,3758.29,,,,,81161770.0,24742490.0,104420000.0,2183.0,,,6372.68,8396.48,,455.64,429.52,9.44,,0.289,5.199999999999999,3.8000000000000007,23.0,13.0,0.0,20.370370370370374,5.02,11.67,456.0,3.660087719298245,2182.608695652173,8976.923076923076,1389.0,2.2827687776141303,1.0,7.1994240460763145e-06,13.899229217082908,27.867448051987136,636.280348144755,,,,,,43890000.0,1452.05,6454.53,,,,53.85,,,,,assessed,1.0,1.0,4.0,3.3999999999999986,25.3,0.1449909817005764,1.0,733.0,72482207.0,398.0,,,,489.0,,,25.3,,,main,,,,,25.80031183868613,1.3726798446968054,31.585370389192946,1.2086887093723366,3.8000000000000007,40.0,14.0,40.0
2025,Beijing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,80.0,26.4,30.6,30.6,out_of_sample_extension,30.6,30.6,28.9,28.9,25.80031183868613,1.3726798446968054,31.585370389192946,1.2086887093723366,3.8000000000000007,,,
2026,Beijing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6,80.0,31.6,31.6,31.6,out_of_sample_extension,,31.6,,30.0,25.80031183868613,1.3726798446968054,31.585370389192946,1.2086887093723366,3.8000000000000007,,,
2015,Chongqing,,pre_rps,49.4,1.4,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.0,2770.9,17359.0,77.83,99952.0,19669397.0,1330.9,3804.87,289.0,1163.0,17.83,293.02,842.0,,2478.2,158263.0,,,,,,,,,,,,,,,,,,,,,main,,,,,,,8.876886364166218,1.7523270491495906,2.5,,,
2016,Chongqing,,pre_rps,48.7,1.6,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.39,10790.9,8869.0,30.79,352826.0,49306252.0,3388.85,8008.89,1315.0,4126.0,32.41,296.91,688.85,,324.7,116049.0,,,,,,,,434914.0,185.0,48040838.0,477.0,139.0,80.0,139.0,532.0,,,,,,main,,,,,,,8.876886364166218,1.7523270491495906,2.5,,,
2017,Chongqing,重庆,pre-rps,49.2,2.4,,,,,,,,,20066.3,64171.0,3144.0,1276.1,8455.0,10335.2,9769.4,0.4213532140952742,0.5150526006289152,736.0,1544.0,33.0,12.0,7.0,0.2,2286.0,549.0,997.0,709999.0,709999.0,253.0,0.2,467.0,727.0,7.0,740667.0,736.0,12.0,1544.0,2326.0,33.0,6.92,13.0,18.0,118.0,14.0,997.0,1218.0,35739.0,3692.0,549.0,3021.0,3191.0,2286.0,,,,,,,488.0,,,,,996.55,392.66,8.1,4336.28,2252.38,14.79,6202.4,,,,0.22,2799986.0,3144.0,66601107.0,2044.0,0.6501272264631043,728.1,148.0,250.99,468.89,5646.68,311.62,996.55,392.66,2.5,,59.0,6.92,791.0,850.0,709999.0,63.25,35739.0,31399.0,1218.0,337.0,262.0,118.0,74.0,18.0,14.0,13.0,254417.0,121325.0,13625.0,237936.0,1675631.0,160.79999999999998,2286.0,3692.0,3021.0,12.24,40.3,43.1,1501.87,20772.41,6684.0,19760.5,8.1,3980.08,,0.08,0.22,,38839634.0,27742281.0,18740704.0,3144.0,2044.0,2017.0,2252.38,4336.28,-5.1,728.1,468.89,250.99,5646.68,0.108,,,34.0,43.0,,,6.0,3.0,43.0,20.930232558139537,1764.7058823529412,697.6744186046511,305.0,,7609.0,0.2494754098360655,,15.199613281970269,97.01017811704834,730.0,22515.8,38165.0,41.63,,264550956.0,6098.63,9258.4,13636.0,6099.0,27.06,4.15,656.0,,210.0,1130995.0,assessed,,,,,,0.4213532140952742,709999.0,184.0,52089732.0,1004.0,143.0,55.0,143.0,769.0,,,,,,main,,,,,,,8.876886364166218,1.7523270491495906,2.5,,,
2018,Chongqing,重庆,binding,45.9,2.9,47.5,2.0,,,0.0,0.0,0.0,0.0,21588.8,68460.0,3163.0,1378.7,8842.2,11367.9,10705.2,0.4095734825465056,0.5265647002149263,756.0,1537.0,50.0,43.0,8.0,2.0,2177.0,602.0,1119.0,632248.0,632248.0,242.0,2.0,547.0,799.0,8.0,708289.0,756.0,43.0,1537.0,2386.0,50.0,6.73,27.0,31.0,91.0,19.0,1119.0,1234.0,37380.0,3345.0,602.0,3572.0,3445.0,2177.0,,,,2.2,,52.1,511.94,-1.6,未完成,完成,1.0,1118.79,,7.0,4540.95,2265.54,15.75,6268.1,12.4,9.3,3.5,0.23,2992091.0,3163.0,79016913.0,2107.0,0.6661397407524502,799.53,,246.14,543.42,5129.52,,1118.79,,2.5,2.1,63.0,6.73,878.0,941.0,632248.0,-10.95,37380.0,32761.0,1234.0,336.0,274.0,91.0,14.0,31.0,19.0,27.0,142628.0,62050.0,,138833.0,535222.0,158.95,2177.0,3345.0,3572.0,9.17,40.4,43.1,1218.7,19674.7,6772.0,19172.5,7.0,4248.76,9.3,0.1,0.23,,44647486.0,32264301.0,22220559.0,3163.0,2107.0,2026.0,2265.54,4540.95,,799.53,543.42,246.14,5129.52,0.108,,,34.0,136.0,51.515151515151516,258.33333333333337,5.0,6.0,136.0,8.088235294117647,1470.5882352941176,441.1764705882353,327.0,12.236710130391181,8939.0,0.2733639143730887,7.587347941573674,15.146742755502856,103.38286436926968,,3287.2,8553.0,8.96,,20679164.0,1240.89,3789.59,,1512.0,10.54,18.43,,0.4,440.9,28298.0,assessed,,,,,,0.4095734825465056,632248.0,179.0,52199780.0,766.0,141.0,1.0,127.0,368.0,,,,,,main,,,,,,,8.876886364166218,1.7523270491495906,2.5,,,
2019,Chongqing,重庆,binding,45.5,4.0,42.5,2.5,,,0.0,0.0,0.0,0.0,23605.8,74337.0,3188.0,1551.6,9392.0,12662.2,11710.5,0.3978683204975048,0.5364020706775454,772.0,1548.0,64.0,65.0,11.0,3.0,1996.0,606.0,1160.0,593170.0,593170.0,243.0,3.0,554.0,812.0,11.0,580264.0,772.0,65.0,1548.0,2448.0,64.0,5.15,22.0,5.0,51.0,18.0,1160.0,1258.0,37746.0,3273.0,606.0,3584.0,3393.0,1996.0,,,,2.8,,46.8,529.0,3.0,完成,完成,1.0,1160.0,,5.6,4847.68,2134.93,17.43,6551.8,-0.5,8.9,-2.1,0.24,3358918.0,3188.0,83949585.0,2175.0,0.6822459222082811,811.55,,242.27,554.93,5022.94,,1160.0,,2.5,3.7,50.0,5.15,925.0,975.0,593170.0,-6.18,37746.0,33077.0,1258.0,333.0,283.0,51.0,6.0,5.0,18.0,22.0,114476.0,54500.0,,189630.0,356501.0,157.8,1996.0,3273.0,3584.0,7.5,41.8,,1210.32,,6694.0,21384.69,5.6,4439.3,8.9,0.1,0.24,,48441159.0,32909617.0,25837471.0,3188.0,2175.0,2012.0,2134.93,4847.68,,811.55,554.93,242.27,5022.94,0.108,,,29.0,140.0,28.000000000000004,51.162790697674424,5.0,14.0,140.0,13.571428571428571,1724.1379310344828,1000.0,355.0,3.6639857015192234,5107.0,0.1438591549295775,9.342807381605269,15.038676935329454,111.35508155583436,,1272.5,13724.0,12.5,,3489611.0,423.58,1438.29,100.0,456.0,3.66,,,-26.0,1010.8,62335.0,assessed,,,,,,0.3978683204975048,593170.0,189.0,53943507.0,1058.0,160.0,78.0,159.0,909.0,,,,,,main,,,,,,,8.876886364166218,1.7523270491495906,2.5,,,
2020,Chongqing,重庆,binding,51.4,4.2,40.0,3.5,,,0.0,0.0,0.0,0.0,25041.4,78294.0,3209.0,1803.5,9969.6,13268.3,11954.4,0.3981247054877123,0.5298545608472369,779.0,1545.0,97.0,67.0,14.0,4.0,2149.0,655.0,1186.0,631515.0,631515.0,281.0,4.0,538.0,837.0,14.0,522460.0,779.0,67.0,1545.0,2488.0,97.0,4.99,4.0,16.0,52.0,28.0,1186.0,1305.0,39730.0,3730.0,655.0,3403.0,3392.0,2149.0,,,,3.9,,44.5,610.0,11.4,完成,完成,1.0,1186.0,,3.9,4893.95,2094.85,18.08,6990.8,10.0,3.7,5.3,0.24,3725610.0,3209.0,94181104.0,2229.0,0.69460891243378,840.52,,281.0,541.49,,,1186.0,,2.5,3.7,51.0,4.99,972.0,1023.0,631515.0,6.46,39730.0,36445.0,1305.0,351.0,291.0,52.0,4.0,16.0,28.0,4.0,258377.0,60000.0,,251850.0,583465.0,152.85000000000002,2149.0,3730.0,3403.0,6.75,43.1,,1506.53,,6938.0,23236.71,3.9,4351.96,3.7,0.1,0.24,,50466120.0,34321309.0,28955871.0,3209.0,2229.0,2070.0,2094.85,4893.95,,840.52,541.49,281.0,,0.108,,,96.0,60.0,51.5625,3.076923076923066,13.87,4.16,841.0,,,,1186.0,2.2413793103448265,631515.0,,6.081556227706764,47.36156924133635,369.5855406668744,,6990.8,,6.75,,94181104.0,2094.85,4893.95,1374.0,2229.0,18.08,79.96,,5.3,219.2,40176.0,assessed,1.0,1.0,11.4,0.7000000000000002,40.0,0.3981247054877123,631515.0,203.0,54942978.0,987.0,188.0,82.0,179.0,314.0,,,,,,main,,,,,,,8.876886364166218,1.7523270491495906,2.5,198.0,27.0,195.0
2021,Chongqing,重庆,binding,45.5,4.3,43.5,4.0,,,0.0,0.0,0.0,0.0,28077.3,87450.0,3212.0,1921.9,11217.3,14938.1,14257.0,0.3995149106217478,0.5320347754235628,789.0,1553.0,169.0,63.0,23.0,5.0,2145.0,722.0,1341.0,886100.0,886100.0,282.78,4.83,681.21,991.0,22.61,562087.0,789.0,63.0,1553.0,2574.0,169.0,,,17.0,103.0,,1341.0,1368.0,40713.0,3763.0,722.0,4314.0,3975.0,2145.0,100.0,100.0,,4.4,,48.3,610.0,2.0,完成,完成,1.0,1341.0,,6.1,4835.06,2285.45,18.41,7940.5,8.5,10.6,-4.1,0.24,4245267.0,3212.0,122270000.0,2259.0,0.7033001245330013,991.43,,,,,,1341.0,,2.5,,,,,1174.0,886100.0,40.31,40713.0,,,,,,,,,,,,,,,151.85000000000002,,,,5.06,42.6,,2133.79,,7314.0,25637.79,6.1,4354.96,10.6,0.12,0.24,,94321220.0,51520150.0,36767470.0,3212.0,2259.0,2121.0,2285.45,4835.06,,991.43,,,,0.108,3.5,0.5,168.0,54.0,74.22680412371135,-5.970149253731338,22.61,4.83,991.0,2.7689202825428856,1345.8333333333333,894.4444444444445,1341.0,13.069139966273191,886100.0,6.607755406413124,12.123523445174778,47.76100266051223,417.4968866749689,,10862.9,,8.75,,76970000.0,2812.23,6778.87,937.0,2776.0,21.11,,,-5.1,552.0,87284.0,assessed,1.0,1.0,2.0,0.2999999999999998,43.5,0.3995149106217478,886100.0,203.0,54951063.0,842.0,258.0,159.0,208.0,590.0,,,,,,main,,,,,,,8.876886364166218,1.7523270491495906,2.5,257.0,50.0,243.0
2022,Chongqing,重庆,binding,40.7,6.1,40.7,5.3,0.0,0.7999999999999998,1.0,1.0,0.0,0.0,28576.1,88953.0,3213.0,2012.6,11047.4,15516.1,14299.6,0.3865957915880753,0.5429747236326861,790.0,1644.0,182.0,69.0,34.02,5.56,1945.0,836.0,1404.0,695767.0,695767.0,203.11,5.56,755.15,998.0,34.02,638811.0,790.0,69.0,1644.0,2685.0,182.0,,,92.0,140.0,,1404.0,1433.0,42959.0,2712.0,836.0,4760.0,3922.0,1945.0,100.0,100.0,5.25,,45.5,,571.0,0.0,完成,完成,1.0,1404.0,,0.7,4892.77,2103.42,18.61,7966.3,7.8,8.8,23.3,0.28,4793346.0,3213.0,120350000.0,2280.0,0.7096171802054155,997.84,,,,,,1404.0,,2.5,,,,,1221.0,695767.0,-21.48,42959.0,,,,,,,,,,,,,,,151.7,,,,4.59,44.6,,1827.67,,7616.0,27524.31,0.7,3216.87,8.8,0.13,0.28,,57581500.0,38419170.0,35100000.0,3213.0,2280.0,2079.0,2103.42,4892.77,,,,,,0.108,-2.799999999999997,1.2999999999999998,181.0,54.0,7.692307692307687,9.523809523809534,34.02,5.56,998.0,3.965931863727455,1879.558011049724,1029.6296296296296,1404.0,4.697986577181212,695767.0,4.955605413105413,1.7765240959778827,49.13196692340802,436.9747899159664,,9929.6,,13.05,,118660000.0,2525.07,6261.43,4601.0,3064.0,13.11,,,16.9,299.1,46202.0,assessed,1.0,1.0,0.0,0.7999999999999998,40.7,0.3865957915880753,695767.0,221.0,63993197.0,578.0,2196.0,1103.0,1152.0,345.0,,,,,,main,,,,,,,8.876886364166218,1.7523270491495906,2.5,388.0,49.0,376.0
2023,Chongqing,重庆,binding,37.4,8.6,,6.5,,2.1,,1.0,0.0,0.0,30145.8,94147.0,3191.0,2074.7,11699.1,16372.0,15629.6,0.3880839121867723,0.5430938969939428,826.0,1761.0,206.0,157.0,40.24,6.71,2096.0,719.0,1453.0,905643.0,905643.0,,,,,,886784.0,826.0,157.0,1761.0,2949.0,206.0,,,121.0,273.0,,1453.0,1623.0,44427.0,2902.0,719.0,4920.0,4052.0,2096.0,100.0,100.0,,,,,,0.0,完成,完成,1.0,1453.0,,4.3,5304.56,2440.77,18.66,8333.4,6.1,13.5,16.7,0.28,4999041.0,3191.0,101430000.0,2287.0,0.716703227828267,1120.21,,224.36,848.91,,,1453.0,,2.5,,,,,1249.0,905643.0,30.16,44427.0,,,,,,,,,,,,,,,146.45,,,,3.58,42.3,43.1,,,,,4.3,2796.71,13.5,0.13,0.28,,46633310.0,32368880.0,29510000.0,3191.0,2287.0,2038.0,2440.77,5304.56,,1120.21,848.91,224.36,,0.108,0.0,1.2000000000000002,205.0,86.0,13.186813186813184,127.53623188405795,40.24,6.71,1120.0,4.191964285714286,1962.9268292682927,780.2325581395348,1453.0,3.490028490028485,905643.0,6.232918100481762,5.493051886016631,48.19908577645974,455.3431526167346,,1272.4,,3.92,,690000.0,381.34,2188.72,,373.0,8.94,60.0,,7.4,418.8,32293.0,assessed,1.0,1.0,-3.3000000000000043,2.1,40.7,0.3880839121867723,905643.0,217.0,72904731.0,879.0,2287.0,1155.0,1222.0,502.0,,,,,,main,,,,,,,8.876886364166218,1.7523270491495906,2.5,956.0,395.0,826.0
